Tags,Article Content,Date posted,Author
My story in Zero not inspired by my breakup with Ranbir: Katrina,"Katrina Kaif has clarified her story in 'Zero' isn't inspired by her breakup with Ranbir Kapoor. ""I knew...people are gonna try (and connect the dots) but I also knew that when they see the film they can't do that because the pitch of that character is so different,"" said Katrina. She added, ""That's not my behaviour. To me...it's outlandish.""",28 Dec,Pragya Swastik
Was Dr Singh PM till heir was ready: BJP shares Accidental PM promo,"BJP tweeted trailer of the film 'The Accidental Prime Minister' and wrote, ""Riveting tale of how a family held the country to ransom for 10 long years."" ""Was Dr Singh just a regent who was holding on to the PM's chair till the time heir was ready? Watch the trailer of #TheAccidentalPrimeMinister, based on an insider's account,"" the party added.",28 Dec,Pragya Swastik
Faizal to bipolar nikla: Richa Chadha on Nawazuddin in 'Thackeray',"Reacting to her 'Gangs of Wasseypur' co-star Nawazuddin Siddiqui appearing as Shiv Sena founder Bal Thackeray in his upcoming film 'Thackeray', actress Richa Chadha said, ""Are e humara Faizal toh bipolar nikla be!"" Nawazuddin last appeared in the film 'Manto' as Urdu author Saadat Hasan Manto. Produced by Shiv Sena leader Sanjay Raut, 'Thackeray' is releasing on January 25, 2019.",28 Dec,Daisy Mowke
Both captains get out for 0 in each innings of a Test for 1st time,"Both captains got out for a duck in each innings of the first South Africa-Pakistan Test, marking the first such instance in 141-year Test history. Pakistan's Sarfraz Ahmed and South Africa's Faf du Plessis got out for 0(4) and 0(1) in their first innings, respectively. In their second innings, Sarfraz got out for 0(2), while Faf registered a six-ball duck.",28 Dec,Daisy Mowke
Teammates laughed at me on knowing I'm going to be a father: Rohit,"India batsman Rohit Sharma has revealed that his teammates laughed at him when they got to know that he is going to be a father. ""They were like 'We can't believe'...because of my mannerisms and what I have done in my previous years. They think I am irresponsible...I am going to make sure everything changes,"" Rohit added. ",28 Dec,Arshiya Chopra
Cong MP says miners trapped in Mizoram instead of Meghalaya,"Congress' Shillong MP Vincent H Pala mistakenly said Mizoram instead of Meghalaya while moving an adjournment notice in the Lok Sabha on Thursday. In his notice for adjournment, he said there was a need to rescue the 15 miners trapped in Mizoram, even though the miners are trapped in Meghalaya. The miners have been trapped for over two weeks.",28 Dec,Arshiya Chopra
"₹10,000cr budget for sending 3 Indians to space for 7 days approved","The Cabinet on Friday approved a budget of ₹10,000 crore for sending three Indian astronauts to space for up to seven days by 2022 for the Gaganyaan Programme. Two unmanned flights and one manned flight will be undertaken as part of the programme. The programme will help India become the fourth nation to have a manned mission to space.",28 Dec,Pragya Swastik
"Rats drank 1,000 litres of seized liquor in UP's Bareilly: Police","The police have claimed that a 'gang of rats' drank away nearly 1,000 litres of seized liquor stored in plastic cans at a police storeroom in Uttar Pradesh's Bareilly. While some liquor cans went completely missing, some were found empty with holes in them. ""We'll catch this gang to ensure they aren't able to enter the storeroom again,"" police said. ",28 Dec,Pragya Swastik
YouTuber who uploads dance videos held for heading gang of robbers,"A YouTuber, who made money by uploading his dance videos, has been arrested with his seven associates for heading a gang of burglars in Delhi. The gang, which has been active since 2010, would drive in a Scorpio car and rob houses. The police have recovered jewellery worth ₹10 lakh, a Chevrolet Beat car and a bike from them.",28 Dec,Anmol Sharma
Customers get one month to choose their TV channels under new rule,"Broadcast regulator TRAI has given time till January 31 for consumers to opt for channels of their choice under the new framework for broadcasting and cable services. The new framework allows consumers to select and pay only for the channels they wish to view. TV broadcasters are required to disclose the MRP of each channel and that of bouquets.
",28 Dec,Anmol Sharma
World's busiest single-runway airport after Mumbai sold for $3.7 bn,"French infrastructure giant Vinci has agreed to acquire control of London's Gatwick Airport, the  world's second-busiest single runway airport after Mumbai, for $3.7 billion. Vinci, which manages 45 airports in 12 countries including Chile and Cambodia, will own a 50.01% stake in Gatwick Airport. The purchase comes ahead of the UK's departure from the European Union on March 29.",28 Dec,Anmol Sharma
Airlines asked to make in-flight announcement in local language,"Aviation regulator DGCA has issued an advisory stating that airlines should make in-flight announcements in local language ""to the extent feasible"". Announcements in local language would be in addition to the ones made in Hindi and English, according to the advisory. The regulator also said that pilots can make in-flight announcements about important monuments or sites en route the flight.",28 Dec,Anmol Sharma
India should have declared innings earlier: VVS Laxman,"Former Indian cricketer VVS Laxman said that according to him India should have declared their first innings earlier than they did in the third Test in Melbourne. ""India should have bowled fifteen overs and made sure they pick two wickets,"" Laxman said. Laxman said that for opening batsmen the 'toughest' period of play is towards the end of day's play.",28 Dec,Aarushi Maheshwari
"Want to dismiss world's best, Kohli: Aus' 7-yr-old co-captain","Archie Schiller, the co-captain of Australia for the ongoing Boxing Day Test match, said that he wants to dismiss Indian captain Virat Kohli as according to him Kohli is the best batsman in the world. Schiller, who was also a part of the toss ceremony alongside Tim Paine, trained with the members of the Australian team.",28 Dec,Aarushi Maheshwari
"Olympics 2020 judges to use AI, autonomous cars' LIDAR tech","Olympics 2020 will use a judging system developed by Japanese IT firm Fujitsu which uses artificial intelligence (AI) and LIDAR technology found in autonomous cars. The system scores a gymnastics' routine based on the angles of a gymnast's joints. Senior expert of the project Shoichi Masui revealed the system will help human judges, who will not be eliminated from judging.",28 Dec,Arshiya Chopra
19-year-old Arshdeep thanks God after getting IPL contract,"Indian cricketer Arshdeep Singh, who was part of India's Under-19 World Cup-winning squad, thanked God after getting picked by Kings XI Punjab in the recent IPL auction. Arshdeep, who is yet to make his first-class debut, said, ""Mumbai Indians and KXIP had called me for trials but I was looking only to break into the Punjab Ranji Trophy side"".",28 Dec,Arshiya Chopra
Harsha Bhogle names Kohli in his 2018 dream ODI team captain,"Indian commentator Harsha Bhogle chose Virat Kohli in his dream ODI XI of the year 2018. His dream XI included four other Indian players with Afghanistan spinner Rashid Khan being included alongside England's Joe Root and Jos Buttler. The team also included Shakib Al Hasan, Thisara Perera, Kuldeep Yadav and Kagiso Rabada.",28 Dec,Pragya Swastik
Facebook receiving wrong interpretation of Indian laws: NYT,"Facebook moderators are receiving incorrect interpretation of some Indian laws, as per a New York Times report. The report said moderators' documents contain ""biases"" and ""outright errors"", suggesting posts such as those degrading an entire religion, or with the phrase ""Free Kashmir"", violate India's law. Moderators were also told Facebook may get banned in India over the same, report added.",28 Dec,Pragya Swastik
